"","funding_round_investment_type","funding_round_year","funding_round_amount_usd_per_invsestor","funding_round_investor_count","investee_category_1","investee_category_2","investee_category_3","investee_category_groups_1","investee_category_groups_2","investee_category_groups_3","investee_employee_count","investee_org_founded_on","investee_org_name","investee_city_region_country","investee_urban_center_final","investee_country_code","investee_world_region","investee_world_sub_region","investor_name","investor_type","investor_class_1","investor_class_3","investor_class_2","investor_investment_count","investor_total_funding_usd","investor_category_list_1","investor_category_list_2","investor_category_list_3","investor_category_group_1","investor_category_group_2","investor_category_group_3","investor_employee_count","investor_city_region_country","investor_urban_center_final","investor_country_code","investor_world_region","investor_world_sub_region","investment_source","distance_km","investor_uuid","investee_org_uuid","funding_round_uuid"
"4665","series_b",2000,6666666.66666667,3,"Advertising","Developer Tools","Internet","Advertising","Internet Services","Sales and Marketing","101-250",NA,"Navic Networks","Waltham, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Lauder Partners","organization","venture_capital",NA,NA,94,NA,"Mobile","Venture Capital",NA,"Financial Services","Lending and Investments","Mobile","1-10","Atherton, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4320.93210835585,"f5bfe72d-2796-eab1-1254-aa42ab7406b1","30b1084f-a57f-9dcd-d8b7-6985e8c76c14","a349e3f1-638b-62dd-c15c-603df3160893"
"4666","series_c",2001,5e+06,4,"Advertising","Developer Tools","Internet","Advertising","Internet Services","Sales and Marketing","101-250",NA,"Navic Networks","Waltham, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Himalaya Capital Ventures","organization","venture_capital",NA,NA,11,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"1-10","Pasadena, California, USA","Los Angeles, USA","USA","Americas","Northern America","outside",4146.65304361002,"ca1615fa-eef2-9e5d-f7ee-1c7195470a88","30b1084f-a57f-9dcd-d8b7-6985e8c76c14","7afdf8ef-8dfe-74a2-2705-c3ddc9964dfe"
"4667","series_c",2001,5e+06,4,"Advertising","Developer Tools","Internet","Advertising","Internet Services","Sales and Marketing","101-250",NA,"Navic Networks","Waltham, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Pilot House Ventures","organization","venture_capital",NA,NA,56,NA,"Enterprise Software","Hardware","Venture Capital","Financial Services","Hardware","Lending and Investments","unknown","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",14.5919009616907,"4d972a7d-edca-5e9b-6687-206b9f61d197","30b1084f-a57f-9dcd-d8b7-6985e8c76c14","7afdf8ef-8dfe-74a2-2705-c3ddc9964dfe"
"4668","series_c",2001,5e+06,4,"Advertising","Developer Tools","Internet","Advertising","Internet Services","Sales and Marketing","101-250",NA,"Navic Networks","Waltham, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Highland Capital Partners","organization","venture_capital",NA,NA,497,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Cambridge, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",10.8972415961668,"b51ff078-c9d9-9f51-681d-4f9ac888e070","30b1084f-a57f-9dcd-d8b7-6985e8c76c14","7afdf8ef-8dfe-74a2-2705-c3ddc9964dfe"
"4669","series_c",2001,5e+06,4,"Advertising","Developer Tools","Internet","Advertising","Internet Services","Sales and Marketing","101-250",NA,"Navic Networks","Waltham, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Pequot Capital","organization","government_office",NA,"venture_capital",148,NA,"Finance","Professional Services","Wealth Management","Financial Services","Other",NA,"unknown","Westport, Connecticut, USA","New York, Connecticut, USA","USA","Americas","Northern America","outside",223.432121476652,"85ef546a-2d7b-5266-febb-dce64882e0d8","30b1084f-a57f-9dcd-d8b7-6985e8c76c14","7afdf8ef-8dfe-74a2-2705-c3ddc9964dfe"
"4670","series_d",2008,5e+06,3,"Accounting","Cloud Computing","Enterprise Software","Financial Services","Internet Services","Professional Services","251-500",NA,"Sage Intacct","San Jose, California, USA","California Bay Area, USA","USA","Americas","Northern America","Bessemer Venture Partners","organization","venture_capital",NA,NA,1343,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",67.9134924009323,"beadb218-e5fa-2686-bc95-4dfaa9acc2e8","ce334730-45db-47dd-b242-a2d74b9304b6","da07c94e-2ecb-f14b-49a1-3c0676b67b94"
"4671","series_d",2008,5e+06,3,"Accounting","Cloud Computing","Enterprise Software","Financial Services","Internet Services","Professional Services","251-500",NA,"Sage Intacct","San Jose, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sigma Partners","organization","venture_capital",NA,NA,346,NA,"Financial Services","Venture Capital",NA,"Financial Services","Lending and Investments",NA,"11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4315.27666930822,"8ca0a6a5-15ba-2e62-3d45-eac4cb4d41de","ce334730-45db-47dd-b242-a2d74b9304b6","da07c94e-2ecb-f14b-49a1-3c0676b67b94"
"4672","series_d",2008,5e+06,3,"Accounting","Cloud Computing","Enterprise Software","Financial Services","Internet Services","Professional Services","251-500",NA,"Sage Intacct","San Jose, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sutter Hill Ventures","organization","venture_capital",NA,NA,315,1.5e+07,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",26.6852347454861,"23cdc874-bb58-4926-9ef3-f7f96e1b06eb","ce334730-45db-47dd-b242-a2d74b9304b6","da07c94e-2ecb-f14b-49a1-3c0676b67b94"
"4673","series_c",2007,4666666.66666667,3,"Accounting","Cloud Computing","Enterprise Software","Financial Services","Internet Services","Professional Services","251-500",NA,"Sage Intacct","San Jose, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sigma Partners","organization","venture_capital",NA,NA,346,NA,"Financial Services","Venture Capital",NA,"Financial Services","Lending and Investments",NA,"11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4315.27666930822,"8ca0a6a5-15ba-2e62-3d45-eac4cb4d41de","ce334730-45db-47dd-b242-a2d74b9304b6","b31e8467-8b5e-0f21-98ab-117cafda2146"
"4674","series_c",2007,4666666.66666667,3,"Accounting","Cloud Computing","Enterprise Software","Financial Services","Internet Services","Professional Services","251-500",NA,"Sage Intacct","San Jose, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sutter Hill Ventures","organization","venture_capital",NA,NA,315,1.5e+07,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",26.6852347454861,"23cdc874-bb58-4926-9ef3-f7f96e1b06eb","ce334730-45db-47dd-b242-a2d74b9304b6","b31e8467-8b5e-0f21-98ab-117cafda2146"
"4675","series_c",2007,4666666.66666667,3,"Accounting","Cloud Computing","Enterprise Software","Financial Services","Internet Services","Professional Services","251-500",NA,"Sage Intacct","San Jose, California, USA","California Bay Area, USA","USA","Americas","Northern America","Emergence","organization","venture_capital",NA,NA,227,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",67.9134924009323,"cc964bc0-a950-4d8f-4ef0-7c514e49d28a","ce334730-45db-47dd-b242-a2d74b9304b6","b31e8467-8b5e-0f21-98ab-117cafda2146"
"4676","series_c",2002,1e+06,2,"SaaS","Software","Supply Chain Management","Software","Transportation",NA,"11-50",NA,"HomeSphere","Lakewood, Colorado, USA","Denver, Colorado, USA","USA","Americas","Northern America","Marcus & Millichap","organization",NA,NA,NA,8,28100000,"Commercial Real Estate","Finance","Real Estate","Financial Services","Real Estate",NA,"1001-5000","Calabasas, California, USA","Los Angeles, USA","USA","Americas","Northern America","outside",1354.27807012148,"e0d8d3ba-9eba-b0e3-44ed-9aad30c07154","ef1820f3-5070-ab33-0f71-0b50b8cd0e32","29acaab0-c649-1ade-ffd7-0822378cb9a1"
"4677","series_a",2007,5e+05,2,"Enterprise Software","Information Technology","Virtualization","Hardware","Information Technology","Software","11-50",NA,"StartForce","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","Mitsui Global Investment","organization","corporate_venture_capital",NA,NA,144,NA,"Finance","Financial Services","FinTech","Financial Services",NA,NA,"11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",17.9457114150793,"3c53768b-a435-57ba-49bf-fffc3ec58fad","7335a0a3-8f7a-a5b0-fe79-f982ad1c6833","b196852d-8075-d4eb-ac09-d49405fae8c1"
"4678","series_a",2007,7400000,1,"Advertising","CRM","Enterprise Software","Advertising","Information Technology","Sales and Marketing","101-250",NA,"InsideView","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Emergence","organization","venture_capital",NA,NA,227,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"cc964bc0-a950-4d8f-4ef0-7c514e49d28a","76bf5088-b164-58df-5214-6dcf154efc1f","f30aa7c9-a8b1-257e-c5da-0a3601d5f7d2"
"4679","series_a",2007,5e+06,1,"Communities","Health Care","Social Media","Community and Lifestyle","Health Care","Internet Services","11-50",NA,"DailyStrength","Los Angeles, California, USA","Los Angeles, USA","USA","Americas","Northern America","Redpoint","organization","venture_capital",NA,NA,741,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",519.021535500302,"d29973c3-95ec-691d-defd-6a6ba713c72a","6303adbc-d6cf-334d-32e5-fa2060d6eebd","305a0bc6-f5ce-3bea-9c2e-09f488d00619"
"4680","series_a",2006,3e+06,2,"Communities","E-Commerce","Social Network","Commerce and Shopping","Community and Lifestyle","Internet Services","11-50",NA,"EXPO","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Masthead Venture Partners","organization","venture_capital",NA,NA,51,NA,"Biotechnology","Finance","Information Technology","Biotechnology","Financial Services","Information Technology","11-50","Danvers, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",328.277962338018,"335d2006-73df-e5da-3411-785695fa4289","6372f7e7-fb66-0b1e-4ed9-720152952442","a781578e-1c60-e31b-f384-6bdcf3a67c4e"
"4681","series_a",2006,3e+06,2,"Communities","E-Commerce","Social Network","Commerce and Shopping","Community and Lifestyle","Internet Services","11-50",NA,"EXPO","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Prism Venture Management","organization","venture_capital",NA,NA,159,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"11-50","Needham, Massachusetts, USA","Wellesley, USA","USA","Americas","Northern America","outside",289.435345713344,"fcc72760-5eb8-a34e-718a-5f0e02ec916f","6372f7e7-fb66-0b1e-4ed9-720152952442","a781578e-1c60-e31b-f384-6bdcf3a67c4e"
"4682","series_b",2007,NA,3,"Communities","E-Commerce","Social Network","Commerce and Shopping","Community and Lifestyle","Internet Services","11-50",NA,"EXPO","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Gotham Ventures","organization","venture_capital",NA,NA,74,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"a1016951-0a7d-cc1e-0036-7ad116773c30","6372f7e7-fb66-0b1e-4ed9-720152952442","23ff2a50-310f-8d9f-85fb-b58b92065482"
"4683","series_b",2007,NA,3,"Communities","E-Commerce","Social Network","Commerce and Shopping","Community and Lifestyle","Internet Services","11-50",NA,"EXPO","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Prism Venture Management","organization","venture_capital",NA,NA,159,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"11-50","Needham, Massachusetts, USA","Wellesley, USA","USA","Americas","Northern America","outside",289.435345713344,"fcc72760-5eb8-a34e-718a-5f0e02ec916f","6372f7e7-fb66-0b1e-4ed9-720152952442","23ff2a50-310f-8d9f-85fb-b58b92065482"
"4684","series_b",2007,NA,3,"Communities","E-Commerce","Social Network","Commerce and Shopping","Community and Lifestyle","Internet Services","11-50",NA,"EXPO","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Masthead Venture Partners","organization","venture_capital",NA,NA,51,NA,"Biotechnology","Finance","Information Technology","Biotechnology","Financial Services","Information Technology","11-50","Danvers, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",328.277962338018,"335d2006-73df-e5da-3411-785695fa4289","6372f7e7-fb66-0b1e-4ed9-720152952442","23ff2a50-310f-8d9f-85fb-b58b92065482"
"4685","debt_financing",2008,2e+06,1,"Advertising","Analytics","Artificial Intelligence","Advertising","Artificial Intelligence","Data and Analytics","101-250",NA,"Dstillery","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Coriolis Ventures","organization","venture_capital",NA,NA,9,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"fa431aa8-ec8a-f516-6d6f-fef521942996","6d35476a-022b-3d2b-3b9f-de77a3d6e2a8","f9f24830-3d45-a705-5452-45e6f860bcb4"
"4686","post_ipo_debt",2008,1.3e+07,1,"Content","Mobile","Social Media","Internet Services","Media and Entertainment","Mobile","11-50",NA,"Answers Corporation","St Louis, Missouri, USA","St. Louis, Missouri, USA","USA","Americas","Northern America","Redpoint","organization","venture_capital",NA,NA,741,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",2793.24726051538,"d29973c3-95ec-691d-defd-6a6ba713c72a","99e2c1a3-b4d8-720c-8180-b905d398b0b6","0abc9939-3099-7f7d-fbf4-a05e401b79e2"
"4687","series_b",2007,1e+07,1,"Government","Internet","Security","Government and Military","Internet Services","Privacy and Security","101-250",NA,"TrustedID","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Opus Capital","organization","venture_capital",NA,NA,87,0,"Angel Investment","Finance","Financial Services","Financial Services","Lending and Investments",NA,"11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",1.81509696855009,"b97d706a-02b0-a16e-84d1-b45b272dee29","aacece13-82de-fb13-829a-23e658df63ed","c6c5897c-5efa-1847-6058-eb01c5c4bab6"
"4688","series_d",2007,1714285.71428571,7,"Computer","Cyber Security","Security","Consumer Electronics","Hardware","Information Technology","51-100",NA,"Voltage Security","Cupertino, California, USA","California Bay Area, USA","USA","Americas","Northern America","Morgenthaler Ventures","organization","venture_capital",NA,NA,351,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",19.3010601290414,"c61ec917-13b1-fa86-cf7d-88006a947914","8a829f74-42eb-9d0b-905d-5090c8fa2fd0","ac5164c2-4b11-6434-3f37-c00e056bfbaa"
"4689","series_d",2007,1714285.71428571,7,"Computer","Cyber Security","Security","Consumer Electronics","Hardware","Information Technology","51-100",NA,"Voltage Security","Cupertino, California, USA","California Bay Area, USA","USA","Americas","Northern America","Hummer Winblad Venture Partners","organization","venture_capital",NA,NA,228,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",61.2250232086832,"661e1d89-1d8e-e0db-6bde-8d0ad52ceb7b","8a829f74-42eb-9d0b-905d-5090c8fa2fd0","ac5164c2-4b11-6434-3f37-c00e056bfbaa"
